"titles","word_matches","cat_matches","cat_matches_list","optim"
"Photocatalytic degradation of azo dye (Reactive Red 120) in TiO2/UV system: Optimization and modeling using a response surface methodology (RSM) based on the central composite design",3,0,"",1
"Optimization of UV-promoted peroxydisulphate oxidation of C.I. basic blue 3 using response surface methodology",1,0,"",1
"Optimisation of degradation conditions of 1,8-diazabicyclo[5.4.0]undec-7-ene in water and reaction kinetics analysis using a cocurrent downflow contactor photocatalytic reactor",2,1,"water",1
"Efficiency optimization control of group pump based on adaptive genetic algorithm",1,0,"",1
"Degradation of the fungicide carbendazim in aqueous solutions with UV/TiO2 process: Optimization, kinetics and toxicity studies",1,0,"",1
"Application of the batch-to-batch and within-batch iterative optimal design strategy for pervaporation processes",1,0,"",1
"Optimal land use management for soil erosion control by using an interval-parameter fuzzy two-stage stochastic programming approach",0,0,"",1
"Thermoeconomic optimization of heat recovery steam generators operating parameters for combined plants",4,2,"energy, various",1
"An Inverse Optimization Approach to Inducing Resource Conservation in Eco-Industrial Parks",1,0,"",1
"Optimization and economics of solar cooling systems",3,1,"energy",1
"Design of the optimal industrial symbiosis system to improve bioethanol production",2,1,"energy",1
"CFD simulation and optimization of ICEs exhaust heat recovery using different coolants and fin dimensions in heat exchanger",5,2,"energy, various",1
"Development of an optimal operation approach in the MPC framework for heavy-haul trains",0,0,"",1
"Process optimization for arsenic adsorption onto natural zeolite incorporating metal oxides by response surface methodology",2,1,"other",1
"Design and optimisation of purification procedure for biodiesel washing",3,1,"energy",1
"Thermodynamic optimisation and analysis of four Kalina cycle layouts for high temperature applications",1,0,"",1
"Converting poultry litter to activated carbon: Optimal carbonization conditions and product sorption for benzene",1,1,"waste",1
"Coal flotation optimization using modified flotation parameters and combustible recovery in a Jameson cell",3,2,"energy, various",1
"Biodegradability and toxicity assessment of a real textile wastewater effluent treated by an optimized electrocoagulation process",2,1,"waste",1
"Optimal reconfiguration of multi-plant water networks into an eco-industrial park",2,1,"water",1
"Computer Modeling of a CI engine for optimization of operating parameters such as compression ratio, injection timing and injection pressure for better performance and emission using diesel-diesel biodiesel blends",6,2,"energy, waste",1
"Environmental performance optimization using process water integration and Sustainable Process Index",2,1,"water",1
"Optimization and characterization studies on bio-oil production from palm shell by pyrolysis using response surface methodology",3,2,"energy, various",1
"Preparation of porous carbon from date palm seeds and process optimization",3,2,"other, waste",1
"Experimental and numerical analysis of the optimized finned-tube heat exchanger for OM314 diesel exhaust exergy recovery",4,2,"energy, various",1
"Optimal design and experiment of submerged grinder pump grinding device",1,0,"",1
"Exergy-based assessment and optimisation for energy transportation: A case study of Inner Mongolia-Tianjin",3,1,"energy",1
"Production of fermentable sugars and polyhydroxybutyrate from hybrid poplar: Response surface model optimization of a hot-water pretreatment and subsequent enzymatic hydrolysis",3,2,"energy, water",1
"Optimal integration of a solid-oxide electrolyser cell into a direct steam generation solar tower plant for zero-emission hydrogen production",4,2,"energy, waste",1
"Synthesis of ZnO nano-sono-catalyst for degradation of reactive dye focusing on energy consumption: operational parameters influence, modeling, and optimization",3,1,"energy",1
"Multiobjective design of aquifer monitoring networks for optimal spatial prediction and geostatistical parameter estimation",2,0,"",1
"Optimal operation of a micro-combined cooling, heating and power system driven by a gas engine",5,1,"energy",1
"Synthesis and thermo-economic design optimization of wood-gasifier-SOFC systems for small scale applications",4,2,"other, various",1
"Optimization of synthesis and characterization of palm shell-based bio-char as a by-product of bio-oil production process",3,2,"energy, waste",1
"Working interest optimization in the transport and burial of hazardous wastes",2,1,"waste",1
"Adaptive Genetic Algorithm for Daily Optimal Operation of Cascade Reservoirs and its Improvement Strategy",0,0,"",1
"Application of multivariate optimization procedures for preconcentration and determination of Au(III) and Pt(IV) in aqueous samples with graphene oxide by X-ray fluorescence spectrometry",1,0,"",1
"Optimisation of total phenolic acids extraction from mandarin peels using microwave energy: The importance of the Maillard reaction",3,2,"energy, other",1
"The optimization of computational stock market model based complex adaptive cyber physical logistics system: A computational intelligence perspective",1,0,"",1
"An optimization decision support approach for risk analysis of carbon emission trading in electric power systems",5,2,"energy, waste",1
"Life cycle optimisation (LCO) of product systems with consideration of occupational fatalities",1,0,"",1
"Identification of optimal placements of best management practices through an interval-fuzzy possibilistic programming model",0,0,"",1
"Process parameters optimization of superheated steam drying for sludge",4,2,"energy, waste",1
"Optimization of biocatalytic biodiesel production from pomace oil using response surface methodology",3,1,"energy",1
"Sensor fault diagnosis based on ensemble empirical mode decomposition and optimized least squares support vector machine",0,0,"",1
"Sustainable supply chain optimisation: An industrial case study",1,0,"",1
"Optimization of proteases pretreatment on natural dyeing of wool using response surface methodology",1,0,"",1
"Pretreatment of wastewater: Optimal coagulant selection using Partial Order Scaling Analysis (POSA)",1,1,"waste",1
"Optimal waste decomposition - Landfill as treatment process",3,2,"various, waste",1
"Optimal design of a cogeneration plant for power and desalination taking equipment reliability into consideration",4,2,"energy, water",1
"Disjunctive fuzzy optimisation for planning and synthesis of bioenergy-based industrial symbiosis system",2,1,"energy",1
"Pinch-based and disjunctive optimization for process integration of wastewater interception with mass and property constraints",2,1,"waste",1
"An optimisation-based environmental decision support system for sustainable development in a rural area in China",1,0,"",1
"Enhanced Simulation-Optimization Approach Using Surrogate Modeling for Solving Inverse Problems",3,0,"",1
"Optimisation and investment analysis of two biomass-to-heat supply chain structures",3,2,"energy, various",1
"Optimisation of sludge disruption by sonication",2,1,"waste",1
"Wastewater flocculation using a new hybrid copolymer: Modeling and optimization by response surface methodology",3,1,"waste",1
"Tartrazine degradation and mineralization by electrooxidation. Optimization of the operating conditions | Degradación y mineralización de tartrazina mediante electrooxidación. Optimización de las condiciones de operación",1,0,"",1
"Development of optimization model for budget distribution to countermeasures against livestock manure management (study on reasonable budget planning for effective utilization of livestock manure)",3,2,"other, waste",1
"Microwave-assisted optimization of platinum-nickel nanoalloys for catalytic water treatment",5,3,"other, various, water",1
"Real-time optimization of the pulp mill benchmark problem",1,0,"",1
"Optimization of enzymatic hydrolysis of prairie cordgrass for improved ethanol production",3,1,"energy",1
"Estimating soil hydraulic parameters from transient flow experiments in a centrifuge using parameter optimization technique",1,0,"",1
"Application of response surface methodology for optimization of lead biosorption in an aqueous solution by Aspergillus niger",2,1,"other",1
"A modeling study by response surface methodology (RSM) and artificial neural network (ANN) on Cu2+ adsorption optimization using light expended clay aggregate (LECA)",3,0,"",1
"Optimization design of RO system for water purification",3,1,"water",1
"Screening, optimization and kinetics of Jatropha curcas oil transesterification with heterogeneous catalysts",2,1,"energy",1
"Optimization of groundwater remediation using artificial neural networks with parallel solute transport modeling",4,1,"water",1
"Multi-objective optimization methodology to size cogeneration systems for managing flares from uncertain sources during abnormal process operations",2,1,"energy",1
"An efficient multi criteria process optimization framework: Sustainable improvement of the Dimethyl Ether Process",1,0,"",1
"Location optimization of solar plants by an integrated hierarchical DEA PCA approach",2,1,"energy",1
"Optimized sampling strategy for measurement of biomass properties during full-scale composting",2,2,"various, waste",1
"Optimized removal of antibiotic drugs from aqueous solutions using single, double and multi-walled carbon nanotubes",1,1,"waste",1
"An integrated approach to the optimization of in-plant wastewater interception with mass and property constraints",2,1,"waste",1
"Optimal operational adjustment in multi-functional energy systems in response to process inoperability",1,1,"energy",1
"Electrochemical treatment of acrylic dye-bearing textile wastewater: Optimization of operating parameters",3,2,"various, waste",1
"Optimization of enzymatic hydrolysis of corn stover for improved ethanol production",5,2,"energy, other",1
"Optimization of H2O2 dosage in microwave-H 2O2 process for sludge pretreatment with uniform design method",3,1,"waste",1
"Optimization of nano- and microiron transport through sand columns using polyelectrolyte mixtures",1,0,"",1
"Optimization of collector and basin areas for a higher yield for active solar stills",2,1,"energy",1
"Developing an optimal valve closing rule curve for real-time pressure control in pipes",0,0,"",1
"Optimal control of the activated sludge process",1,1,"waste",1
"Effects and optimization of selected operating variables on laccase production from Pycnoporus sanguineus in stirred tank reactor",1,0,"",1
"Simulation and optimization of batch autohydrolysis of wheat straw to monosaccharides and oligosaccharides",3,1,"other",1
"Operating condition optimization of corncob hydrothermal conversion for bio-oil production",3,1,"energy",1
"Optimization of ecological footprint model based on environmental pollution accounts: A case study in Pearl River Delta urban agglomeration",2,1,"waste",1
"Optimization of chitosan flocculation for microalgal-bacterial biomass harvesting via response surface methodology",3,1,"various",1
"An optimization model of carbon sinks in CDM forestry projects based on interval linear programming",2,1,"waste",1
"Biodiesel development from rice bran oil: Transesterification process optimization and fuel characterization",5,2,"energy, other",1
"Enzymatic decolorization of Orange II: Optimization by response surface methodology and pathway",1,0,"",1
"Optimal design of ethanol supply chains considering carbon trading effects and multiple technologies for side-product exploitation",3,2,"energy, waste",1
"Optimal dynamic monitoring network design and identification of unknown groundwater pollution sources",4,2,"waste, water",1
"A study of performance output of a multivane air engine applying optimal injection and vane angles",1,1,"energy",1
"Chemical coagulation of combined sewer overflow: Heavy metal removal and treatment optimization",4,3,"other, various, waste",1
"Optimization approach of balancing life cycle cost and environmental impacts on residential building design",2,0,"",1
"Optimal fleetwide emissions reductions for passenger ferries: An application of a mixed-integer nonlinear programming model for the New York-New Jersey Harbor",1,1,"waste",1
"Optimization of culture conditions for hydrogen production by Ethanoligenens harbinense B49 using response surface methodology",2,1,"energy",1
"Development of unknown pollution source identification models using GMS ANN-based simulation optimization methodology",4,1,"waste",1
"Numerical optimization on hydrodynamic characteristics of internal-loop fluidized bed based upon structure parameter response relationships",1,0,"",1
"Multi-objective optimization of process cogeneration systems with economic, environmental, and social tradeoffs",2,1,"energy",1
"PM10 emission forecasting using artificial neural networks and genetic algorithm input variable optimization",3,1,"waste",1
"Development of a biorefinery optimized biofuel supply curve for the Western United States",1,1,"energy",1
"Optimization of the horizontal shape of CO2 injected domain and the depths of release in moving-ship type CO2 ocean sequestration",2,1,"waste",1
"Analysis of optimization potential in commercial biomass gasification plants using process simulation",4,1,"various",1
"Modelling and optimization of drying variables in thin layer drying of parboiled paddy",3,1,"energy",1
"Forecasting GHG emissions using an optimized artificial neural network model based on correlation and principal component analysis",3,1,"waste",1
"New cultural treatments and yield optimisation",1,0,"",1
"Biodegradation of dye solution containing Malachite Green: Optimization of effective parameters using Taguchi method",1,0,"",1
"Families of optimal thermodynamic solutions for combined cycle gas turbine (CCGT) power plants",2,1,"energy",1
"Optimization of vane numbers through simulation and experiment, and investigation of the effect on the performance and emissions of a CI (compression ignition) engine run with biodiesel",5,2,"energy, waste",1
"Optimizing anaerobic co-digestion plants: MIR online instrumentation and dynamic real-time substrate feed optimization",4,2,"other, various",1
"Optimized photocatalytic degradation of Alcian Blue 8 GX in the presence of TiO2 suspensions",0,0,"",1
"Optimization of sugarcane farming as a multipurpose crop for energy and food production",5,2,"energy, other",1
"Exergoeconomic optimization of black liquor gasification combined cycle using evolutionary and conventional iterative method",2,1,"various",1
"The application of life cycle assessment to process optimisation",1,0,"",1
"Optimization of remediation operations at petroleum-contaminated sites through a simulation-based stochastic-MCDA approach",2,0,"",1
"On the systematic design and selection of optimal working fluids for Organic Rankine Cycles",2,1,"various",1
"Thermodynamic optimization of a neoteric geothermal poly-generation system in an oilfield",3,1,"energy",1
"Optimal operation of alternating activated sludge processes",1,1,"waste",1
"Experimental optimization of a solar still: Application to alcohol distillation",2,1,"energy",1
"Fluids and parameters optimization for a novel cogeneration system driven by low-temperature geothermal sources",3,1,"energy",1
"Conversion of degummed soybean oil to biodiesel: Optimization of degumming methods and evaluation of fuel properties",5,2,"energy, other",1
"Optimization of biostimulant for bioremediation of contaminated coastal sediment by response surface methodology (RSM) and evaluation of microbial diversity by pyrosequencing",1,0,"",1
"Optimization of As(V) adsorption on Fe-RH-MCM-41-immobilized GAC using Box-Behnken Design: Effects of pH, loadings, and initial concentrations",2,0,"",1
"Stabilized landfill leachate treatment by sugarcane bagasse derived activated carbon for removal of color, COD and NH<inf>3</inf>-N - Optimization of preparation conditions by RSM",7,3,"other, various, waste",1
"Optimization of thermal-dilute sulfuric acid pretreatment for enhancement of methane production from cassava residues",5,4,"energy, other, various, waste",1
"Optimization of mechanical stirring technology in anaerobic fermentation treating algae and pilot trial validation",3,1,"various",1
"Optimization of a fin-tube type adsorption chiller by design of experiment",2,0,"",1
"Optimisation of sludge pretreatment by low frequency sonication under pressure",2,1,"waste",1
"Enhanced decolorization efficiency of acid orange 7 by electric field granular-activated carbon combined system and its statistical optimization by response surface methodology",3,2,"energy, waste",1
"Synthesis of an optimal wastewater reuse network",2,1,"waste",1
"CFD optimization of continuous stirred-tank (CSTR) reactor for biohydrogen production",2,1,"energy",1
"P-graph approach for GDP-optimal allocation of resources, commodities and capital in economic systems under climate change-induced crisis conditions",0,0,"",1
"Calibration of a growth model for tomato seedlings (TOMSEED) based on heuristic optimisation",2,1,"other",1
"Simulation of transient seawater intrusion in coastal aquifers using optimization technique",3,1,"water",1
"Study and optimization of a solar subcritical organic Rankine cycle",3,2,"energy, various",1
"Optimization of oil extraction from olive pomace using response surface methodology",3,2,"energy, other",1
"Optimization of a mist chamber (cofer scrubber) for sampling water-soluble organics in air",2,1,"water",1
"Optimal design of batch mass exchange networks with multipurpose exchange units",2,0,"",1
"Optimization of hydrothermal treatment of biomass and characterization of liquid product",4,2,"energy, various",1
"Enhancement photocatalytic activity of ZnO nanoparticles by silver doping with optimization of photodeposition method parameters",1,0,"",1
"Optimization and characterization of sodium carboxymethyl cellulose with a high degree of substitution prepared from bamboo shavings",2,1,"other",1
"Genetic optimization of multi-plant heat production in district heating networks",4,1,"energy",1
"Optimization and modeling of hexavalent chromium removal from aqueous solution via adsorption on multiwalled carbon nanotubes",4,2,"other, waste",1
"Dual-interval two-stage optimization for flood management and risk analyses",1,0,"",1
"CFD optimization of continuous stirred-tank (CSTR) reactor for biohydrogen production",2,1,"energy",1
"Photochemical oxidative decolorization of C. I. basic red 46 by UV/H2O2 process: Optimization using response surface methodology and kinetic modeling",2,0,"",1
"Optimization of evaporative extraction of natural emulsifier cum surfactant from Sapindus mukorossi-Characterization and cost analysis",1,0,"",1
"Integrating multi-objective optimization with computational fluid dynamics to optimize boiler combustion process of a coal fired power plant",5,1,"energy",1
"Optimal processing pathway selection for microalgae-based biorefinery under uncertainty",1,1,"energy",1
"Optimization of technological procedure for amygdalin isolation from plum seeds (Pruni domesticae semen)",2,1,"other",1
"Optimal ion beam, target type and size for accelerator driven systems: Implications to the associated accelerator power",1,1,"energy",1
"Brine discharge from desalination plants: a modeling approach to an optimized outfall design",4,2,"waste, water",1
"Electrochemical oxidation of landfill leachate in a flow reactor: optimization using response surface methodology",3,1,"waste",1
"Optimization of struvite fertilizer formation from baker's yeast wastewater: Growth and nutrition of maize and tomato plants",5,2,"other, waste",1
"A generalized optimization model of microbially driven aquatic biogeochemistry based on thermodynamic, kinetic, and stoichiometric ecological theory",1,0,"",1
"Optimization of lignin production from empty fruit bunch via liquefaction with ionic liquid",2,1,"other",1
"Effects of electrophoretic deposition parameters on the photocatalytic activity of TiO2 films: Optimization by response surface methodology",1,0,"",1
"Optimization of the coal flotation procedure using the Plackett-Burman design methodology and kinetic analysis",3,1,"energy",1
"Neural optimization of axial- and radial-flow microreactors for hydrogen production by steam reforming of methanol",4,1,"energy",1
"Optimization of agitation and aeration for very high gravity ethanol fermentation from sweet sorghum juice by saccharomyces cerevisiae using an orthogonal array design",4,2,"energy, various",1
"Optimization of bioethanol production from intermediates of sugar beet processing by response surface methodology",4,2,"energy, other",1
"Optimized graphene oxide foam with enhanced performance and high selectivity for mercury removal from water",2,2,"other, water",1
"Response surface methodology optimization of nickel (II) removal using pigeon pea pod biosorbent",2,1,"other",1
"Optimization of the process parameters for the removal of reactive yellow dye by the low cost Setaria verticillata carbon using response surface methodology: Thermodynamic, kinetic, and equilibrium studies",2,1,"waste",1
"Artificial intelligence based modeling and optimization of poly(3-hydroxybutyrate-co-3-hydroxyvalerate) production process by using Azohydromonas lata MTCC 2311 from cane molasses supplemented with volatile fatty acids: A genetic algorithm paradigm",3,1,"other",1
"Scale-up of a dye adsorption process using chemically modified rice husk: Optimization using response surface methodology",3,1,"other",1
"Application of response surface methodology (RSM) for optimization of color removal from POME by granular activated carbon",2,1,"waste",1
"Applying a multi-criteria genetic algorithm framework for brownfield reuse optimization: Improving redevelopment options based on stakeholder preferences",1,0,"",1
"Optimal operating conditions for maximum biogas production in anaerobic bioreactors",1,1,"energy",1
"Sustainability assessment for biodiesel production via fuzzy optimisation during research and development (R&D) stage",2,1,"energy",1
"Central composite design optimization of biological dye removal in the presence of macroalgae Chara sp",3,1,"energy",1
"Process optimization for microwave-assisted direct liquefaction of Sargassum polycystum C. Agardh using response surface methodology",1,0,"",1
"Yield optimization and rational function modelling of enzymatic hydrolysis of wheat straw pretreated by NaOH-delignification, autohydrolysis and their combination",4,2,"energy, other",1
"Optimal regulations for sustainable chemical manufacturing",0,0,"",1
"Optimization, kinetic and thermodynamic studies for removal of Brilliant Red (X-3B) using Tannin gel",1,0,"",1
"TSI metamodels-based multi-objective robust optimization",1,0,"",1
"Application of robust optimization in matrix-based LCI for decision making under uncertainty",1,0,"",1
"Mathematical modelling and optimization of hydrogen continuous production in a fixed bed bioreactor",3,1,"energy",1
"Optimization of the operations conditions in membrane bioreactors through the use of ASM3 model simulations",1,0,"",1
"Optimization and evaluation of an air-recirculated stripping for ammonia removal from the anaerobic digestate of pig manure",3,1,"waste",1
"Optimization of continuous hydrogen production from co-fermenting molasses with liquid swine manure in an anaerobic sequencing batch reactor",3,2,"energy, waste",1
"Process optimisation of porous carbon preparation from date palm pits and adsorption kinetics of methylene blue",2,1,"waste",1
"Multi-objective optimization of VOC recovery and reuse in crude oil loading",4,2,"energy, various",1
"Fenton and photo-Fenton treatment of distillery effluent and optimization of treatment conditions with response surface methodology",3,2,"various, waste",1
"Modeling, instrumentation, automation, and optimization of wastewater treatment facilities",4,2,"various, waste",1
"A CFD (computational fluid dynamics) study for optimization of gas injector orientation for performance improvement of a dual-fuel diesel engine",5,1,"energy",1
"Response surface methodology for the optimization of the electrochemical degradation of phenol on Pb/Pbo 2 electrode",1,0,"",1
"Analysis of effective diffusivity of sludge in superheated steam drying based on Fourier number method and optimization method",4,2,"energy, waste",1
"Focusing on the optimization for scale up in airlift bioreactors and the production of Chlamydomonas Reinhardtii as a model microorganism | Hava kaldi{dotless}rmali{dotless} biyoreaktörlerin ölçek büyütme sürecinde optimizasyon ve model mikroorganizma olarak Chlamydomonas Reinhardtii üretimi",1,0,"",1
"Optimization of sono-assisted dilute sulfuric acid process for simultaneous pretreatment and saccharification of rice straw",2,1,"other",1
"Optimization and characterization of sliced activated carbon prepared from date palm tree fronds by physical activation",2,1,"waste",1
"Adsorption optimization of acyclovir on prepared activated carbon",2,1,"waste",1
"Optimization of biomethane production by anaerobic digestion of palm oil mill effluent using response surface methodology",5,3,"energy, various, waste",1
"Exergetic optimization of basic system components for maximizing exergetic efficiency of solar combisystems by using response surface methodology",2,1,"energy",1
"Study on flow parameters optimisation for marine gas turbine intercooler system based on simulation experiment",3,1,"energy",1
"Optimization of levulinic acid from lignocellulosic biomass using a new hybrid catalyst",2,1,"various",1
"Multiobjective optimisation of production, distribution and capacity planning of global supply chains in the process industry",1,0,"",1
"Microwave-Assisted Extraction of Wax from Oily Sludge: An Experimental Study and its Process Variables Optimization Using Response Surface Methodology",2,1,"waste",1
"Challenges in the new millennium: Product discovery and design, enterprise and supply chain optimization, global life cycle assessment",2,0,"",1
"Composite sorbent of methanol "" LiCl in mesoporous silica gel"" for adsorption cooling: Dynamic optimization",3,1,"energy",1
"Thermodynamic analysis and optimization of the Brayton process in a heat recovery system of paper machines",4,3,"energy, other, various",1
"Optimization of C.I. Acid Red 14 azo dye removal by electrocoagulation batch process with response surface methodology",1,0,"",1
"Optimal cultivation of simultaneous ammonium and phosphorus removal aerobic granular sludge in A/O/A sequencing batch reactor and the assessment of functional organisms",1,1,"waste",1
"A conceptual approach on downwind optimization of processes for air pollution control",2,1,"waste",1
"Enzymatic hydrolysis optimization of microwave alkali pretreated wheat straw and ethanol production by yeast",4,2,"energy, other",1
"Optimization of Spongiochloris sp. biomass production in the abattoir digestate",3,2,"various, waste",1
"Biomass supply chain optimisation via novel Biomass Element Life Cycle Analysis (BELCA)",2,1,"various",1
"Optimal design and operation of a syngas-fuelled SOFC micro-CHP system for residential applications in different climate zones in China",4,1,"energy",1
"Process optimization of nanocrystalline cellulose from sunflower seed hull and its characterization",2,1,"other",1
"Process optimization of anaerobic fermentation with mixed material of food garbage and cow dung",5,3,"other, various, waste",1
"Optimal design for anaerobic pretreatment of municipal wastewater",3,1,"waste",1
"Bioprocessing of proximally analyzed wheat straw for enhanced cellulase production through process optimization with trichoderma viride under SSF",2,1,"other",1
"Development of green technology for extraction of nickel from spent catalyst and its optimization using response surface methodology",2,1,"other",1
"Response surface optimization of corn stover pretreatment using dilute phosphoric acid for enzymatic hydrolysis and ethanol production",5,2,"energy, other",1
"Optimization of technology for hydrogen production by anaerobic fermentation of swine mauures",3,2,"energy, various",1
"Induction of low dissolved oxygen limited filamentous bulking and optimization of nitrogen and phosphorus removal",1,0,"",1
"Optimization of heavy metal removal from aqueous solutions by maghemite (γ-Fe2O3) nanoparticles using response surface methodology",2,1,"other",1
"The mechanism of bed material coating in dual fluidized bed biomass steam gasification plants and its impact on plant optimization",5,3,"energy, other, various",1
"Optimal design of adsorption chillers based on a validated dynamic object-oriented model",1,0,"",1
"Optimization of raw material mixtures in the production of biodiesel from vegetable and used frying oils regarding quality requirements in terms of cold flow properties",5,2,"energy, other",1
"Model optimization of cadmium and accumulation in switchgrass (Panicum virgatum L.): potential use for ecological phytoremediation in Cd-contaminated soils",2,1,"other",1
"Optimization of the combustion of SOME (soybean oil methyl ester), B5, B10, B20 and petrodiesel in a semi industrial boiler",6,2,"energy, other",1
"Optimized photocatalytic degradation of Reactive Blue 2 by TiO 2/UV process",0,0,"",1
"Optimization of preparation of microporous activated carbon with high surface area from Spartina alterniflora and its p-nitroaniline adsorption characteristics",2,1,"waste",1
"A thermodynamic analysis of high temperature gas-cooled reactors for optimal waste heat recovery and hydrogen production",6,3,"energy, various, waste",1
"Determining optimal growth conditions for the highest biomass microalgae species in lithuanian part of the Curonian Lagoon for further cultivation",2,2,"energy, various",1
"Optimization of pretreatment conditions using full factorial design and enzymatic convertibility of shea tree sawdust",2,0,"",1
"Optimization of anaerobic baffled reactor (abr) using artificial neural network in municipal wastewater treatment",5,2,"various, waste",1
"Optimization of photo-Fenton process parameters on carbofuran degradation using central composite design",2,0,"",1
"Optimized preparation for large surface area activated carbon from date (Phoenix dactylifera L.) stone biomass",2,2,"various, waste",1
"The optimization of As(V) removal over mesoporous alumina by using response surface methodology and adsorption mechanism",1,0,"",1
"Optimization of efficiency on partial nitrification under the mode of alternating anoxic/oxic in sequencing batch reactor",1,0,"",1
"Leveling optimization of resource in construction engineering based on integrated network diagram method and genetic algorithm",2,0,"",1
"Artificial neural network-genetic algorithm based optimization for the adsorption of phenol red (PR) onto gold and titanium dioxide nanoparticles loaded on activated carbon",4,2,"other, waste",1
"Optimization of free fatty acids reduction in Calophyllum inophyllum (pinnai) oil using modified zirconia catalyst for biodiesel production",4,2,"energy, other",1
"Parameter optimization of activated carbon production from agave sisalana and punica granatum peel: Adsorbents for C.I. reactive orange 4 removal from aqueous solution",2,1,"waste",1
"Acid hydrolysis of corn stover using hydrochloric acid: Kinetic modeling and statistical optimization | Kisela hidroliza kukuruzovine pomoĆu hlorovodoniČne kiseline: kinetiČko modelovanje i statistiČka optimizacija",5,2,"energy, other",1
"An optimized pathway for phosphate ions removal from aqueous solution based on experimental design methodology",1,0,"",1
"Reactive Red 15 biosorption on oil-tea cake: Optimization using response surface methodology and mechanism",3,2,"energy, other",1
"Optimization of hydrogen production in in-situ catalytic adsorption (ICA) steam gasification based on response surface methodology",4,2,"energy, various",1
"Optimized and functionalized paper sludge activated with potassium fluoride for single and binary adsorption of reactive dyes",3,2,"other, waste",1
"Optimization and evaluation of CBSOL LE red wool dye adsorption from aqueous solution onto commercial activated carbon",2,1,"waste",1
"Optimization of fertilization rate for maximizing periphyton production on artificial substrates and the implications for periphyton-based aquaculture",2,1,"other",1
"Making adsorptive chillers faster by a proper choice of adsorption isobar shape: Comparison of optimal and real adsorbents",0,0,"",1
"Optimization of alternative options for SO2 emissions control in the Mexican electrical sector",3,1,"waste",1
"Using D-optimal experimental design to optimise remazol black B mineralisation by Fenton-like peroxidation",1,0,"",1
"Mixed integer optimal control of an intermittently aerated sequencing batch reactor for wastewater treatment",2,2,"various, waste",1
"Optimization of ultrasonic reactor geometry for biodiesel production using response surface methodology",2,1,"energy",1
"Optimization of greenhouse substrate heating",3,2,"energy, waste",1
"Optimization of the Removal of Copper(II) Ions from Aqueous Solution on Chitosan and Cross-Linked Chitosan Beads",2,1,"other",1
"Biosorption of ammoniacal nitrogen from aqueous solutions with low-cost biomaterials: Kinetics and optimization of contact time",1,0,"",1
"A decision support system for ore blending cost optimization problem of blast furnaces",2,1,"various",1
"Optimization of butanol production from corn straw hydrolysate by Clostridium acetobutylicum using response surface method",2,1,"other",1
"Application of an inverse neural network model for the identification of optimal amendment to reduce copper toxicity in phytoremediated contaminated soils",2,1,"other",1
"Determination of optimal conditions for 5-methyl-benzotriazole biodegradation with activated sludge communities by dilution of the inoculum",1,1,"waste",1
"Optimization of a log wood boiler through CFD simulation methods",4,2,"energy, other",1
"Optimization of microwave-assisted extraction of polyphenols from Quercus bark",1,0,"",1
"Optimization of alkali, big bluestem particle size, and extruder parameters for maximum enzymatic sugar recovery using response surface methodology",3,2,"other, various",1
"Response surface modeling and optimization of microcystin-LR removal from aqueous phase by polyacrylamide/sodium alginate–montmorillonite superabsorbent nanocomposite",2,0,"",1
"Optimization analysis of convective-radiative longitudinal fins with temperature-dependent properties and different section shapes and materials",2,1,"other",1
"Continuous production of biodiesel with supercritical methanol: Optimization of a scale-up plug flow reactor by response surface methodology",3,1,"energy",1
"Optimization of multiple-effect evaporation in the pulp and paper industry using response surface methodology",2,1,"other",1
"Optimal economic strategy for the multiperiod design and long-term operation of natural gas combined cycle power plants",3,1,"energy",1
"Field synergy analysis and optimization of the convective mass transfer in photocatalytic oxidation reactors",2,1,"various",1
"Optimization of catalytic glycerol steam reforming to light olefins using Cu/ZSM-5 catalyst",2,1,"energy",1
"A modeling framework for maintenance optimization of electrical components based on fuzzy logic and effective age",2,0,"",1
"Design and control optimization of microclimate liquid cooling systems underneath protective clothing",3,1,"energy",1
"An integrated site characterization-to-optimization study for commercial-scale carbon dioxide storage",2,1,"waste",1
"Taguchi approach for co-gasification optimization of torrefied biomass and coal",4,2,"energy, various",1
"Optimal operation strategy of batch vacuum distillation for sulfuric acid recycling process",1,1,"waste",1
"Recovering urea from human urine by bio-sorption onto Microwave Activated Carbonized Coconut Shells: Equilibrium, kinetics, optimization and field studies",2,1,"waste",1
"An optimal design analysis method for heat recovery devices in building applications",3,2,"energy, various",1
"Optimization of physical parameters for batch mode Zn (II) ion removal from liquid phase: A potential biosorption study",1,0,"",1
"Optimization and kinetic study of Fenton process for treatment of landfill leachate",4,2,"various, waste",1
"Optimization of biodiesel production by supercritical methyl acetate",2,1,"energy",1
"Modelling and optimization of xylose and glucoseproduction from napier grass using hybrid pre-treatment techniques",3,1,"various",1
"Removal of xylenol orange from its aqueous solution using SDS self-microemulsifying systems: Optimization by Box-Behnken statistical design",2,0,"",1
"Life-cycle costs and emissions of pareto-optimal residential roof-mounted photovoltaic systems",2,2,"energy, waste",1
"Assessment and optimization of an ultrasound-assisted washing process using organic solvents for polychlorinated biphenyl-contaminated soil",2,1,"various",1
"A framework for the optimal multicriteria design of networks of small hydro turbines in polluted streams",3,1,"energy",1
"An optimization study on transesterification catalyzed by the activated carbide slag through the response surface methodology",2,1,"waste",1
