variable,City,Year,value,Indicator,Type,UM.category,Sub.category
maize.import,Moscow,2001,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Moscow,2006,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Moscow,2011,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Mumbai,2001,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Mumbai,2006,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Mumbai,2011,NA,net import (Kt),urban.metabolism,food,maize
maize.import,New York City,2001,NA,net import (Kt),urban.metabolism,food,maize
maize.import,New York City,2006,NA,net import (Kt),urban.metabolism,food,maize
maize.import,New York City,2011,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Seoul,2006,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Seoul,2011,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Osaka,2011,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Paris,2001,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Paris,2006,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Paris,2011,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Rio de Janeiro,2001,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Rio de Janeiro,2006,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Rio de Janeiro,2011,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Sao Paulo,2001,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Sao Paulo,2006,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Sao Paulo,2011,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Seoul,2001,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Tokyo,2011,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Shenzhen,2001,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Shanghai,2001,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Shanghai,2006,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Shanghai,2011,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Tehran,2006,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Shenzhen,2006,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Shenzhen,2011,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Tehran,2001,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Mexico City,2006,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Tehran,2011,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Tokyo,2001,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Tokyo,2006,NA,net import (Kt),urban.metabolism,food,maize
maize.import,Mexico City,2011,NA,net import (Kt),urban.metabolism,food,maize
maize.prod,Beijing,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Mexico City,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Buenos Aires,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Beijing,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Manila,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Cairo,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Cairo,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Cairo,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Delhi,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Delhi,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Delhi,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Dhaka,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Dhaka,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Dhaka,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Guangzhou,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Guangzhou,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Guangzhou,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Istanbul,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Istanbul,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Istanbul,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Jakarta,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Jakarta,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Jakarta,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Karachi,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Karachi,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Karachi,2011,3706.91,production (Kt),urban.metabolism,food,maize
maize.prod,Kolkata,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Kolkata,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Kolkata,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Lagos,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Lagos,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Lagos,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,London,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,London,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,London,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Los Angeles,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Los Angeles,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Los Angeles,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Manila,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Manila,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Beijing,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Osaka,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Mexico City,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Buenos Aires,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Buenos Aires,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Moscow,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Moscow,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Moscow,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Mumbai,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Mumbai,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Mumbai,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,New York City,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,New York City,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,New York City,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Seoul,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Osaka,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Osaka,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Paris,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Paris,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Paris,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Rio de Janeiro,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Rio de Janeiro,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Rio de Janeiro,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Sao Paulo,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Sao Paulo,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Sao Paulo,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Seoul,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Tokyo,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Seoul,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Shanghai,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Shanghai,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Shanghai,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Shenzhen,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Shenzhen,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Shenzhen,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Tehran,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Tehran,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Tehran,2011,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Tokyo,2001,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Tokyo,2006,NA,production (Kt),urban.metabolism,food,maize
maize.prod,Mexico City,2011,NA,production (Kt),urban.metabolism,food,maize
meat.consume,Beijing,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Manila,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Mexico City,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Mexico City,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Moscow,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Moscow,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Moscow,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Mumbai,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Mumbai,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Mumbai,2011,732.6,consumption (Kt),urban.metabolism,food,meat
meat.consume,New York City,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,New York City,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,New York City,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Osaka,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Osaka,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Osaka,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Paris,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Paris,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Paris,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Rio de Janeiro,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Rio de Janeiro,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Rio de Janeiro,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Sao Paulo,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Sao Paulo,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Sao Paulo,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Seoul,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Seoul,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Seoul,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Shanghai,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Shanghai,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Shanghai,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Shenzhen,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Shenzhen,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Shenzhen,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Tehran,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Tehran,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Tehran,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Tokyo,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Tokyo,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Tokyo,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Manila,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Dhaka,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Beijing,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Mexico City,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Buenos Aires,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Buenos Aires,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Cairo,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Cairo,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Cairo,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Delhi,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Delhi,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Delhi,2011,655.29,consumption (Kt),urban.metabolism,food,meat
meat.consume,Dhaka,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Dhaka,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Kolkata,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Guangzhou,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Guangzhou,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Guangzhou,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Istanbul,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Istanbul,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Istanbul,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Jakarta,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Jakarta,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Jakarta,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Karachi,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Karachi,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Karachi,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Lagos,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Kolkata,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Kolkata,2011,732.6,consumption (Kt),urban.metabolism,food,meat
meat.consume,Lagos,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,London,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Lagos,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,London,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,London,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Manila,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Los Angeles,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Los Angeles,2006,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Los Angeles,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Beijing,2011,NA,consumption (Kt),urban.metabolism,food,meat
meat.consume,Buenos Aires,2001,NA,consumption (Kt),urban.metabolism,food,meat
meat.import,Manila,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Beijing,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Beijing,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Beijing,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Buenos Aires,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Buenos Aires,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Buenos Aires,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Cairo,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Cairo,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Cairo,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Delhi,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Delhi,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Delhi,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Dhaka,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Dhaka,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Dhaka,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Guangzhou,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Guangzhou,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Guangzhou,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Istanbul,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Istanbul,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Istanbul,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Jakarta,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Jakarta,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Jakarta,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Karachi,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Karachi,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Karachi,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Kolkata,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Kolkata,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Kolkata,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Lagos,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Lagos,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Lagos,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,London,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,London,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,London,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Los Angeles,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Los Angeles,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Los Angeles,2011,394.05,net import (Kt),urban.metabolism,food,meat
meat.import,Tokyo,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Osaka,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Manila,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Manila,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Mexico City,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Moscow,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Moscow,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Moscow,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Mumbai,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Mumbai,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Mumbai,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,New York City,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,New York City,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,New York City,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Seoul,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Osaka,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Osaka,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Paris,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Paris,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Paris,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Rio de Janeiro,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Rio de Janeiro,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Rio de Janeiro,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Sao Paulo,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Sao Paulo,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Sao Paulo,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Seoul,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Shanghai,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Seoul,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Shanghai,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Shanghai,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Tehran,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Shenzhen,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Shenzhen,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Shenzhen,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Tokyo,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Tehran,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Tehran,2011,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Tokyo,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Mexico City,2001,NA,net import (Kt),urban.metabolism,food,meat
meat.import,Mexico City,2006,NA,net import (Kt),urban.metabolism,food,meat
meat.prod,Beijing,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Buenos Aires,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Buenos Aires,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Beijing,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Mexico City,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Cairo,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Cairo,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Delhi,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Delhi,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Delhi,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Dhaka,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Dhaka,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Dhaka,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Guangzhou,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Guangzhou,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Guangzhou,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Istanbul,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Istanbul,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Istanbul,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Jakarta,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Jakarta,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Jakarta,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Karachi,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Karachi,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Karachi,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Kolkata,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Kolkata,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Kolkata,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Lagos,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Lagos,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Lagos,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,London,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,London,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,London,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Los Angeles,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Los Angeles,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Los Angeles,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Manila,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Manila,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Manila,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Beijing,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Mexico City,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Mexico City,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Buenos Aires,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Cairo,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Moscow,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Moscow,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Mumbai,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Mumbai,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Mumbai,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,New York City,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,New York City,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,New York City,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Osaka,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Osaka,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Osaka,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Paris,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Paris,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Paris,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Rio de Janeiro,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Rio de Janeiro,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Rio de Janeiro,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Sao Paulo,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Sao Paulo,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Sao Paulo,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Seoul,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Seoul,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Seoul,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Shanghai,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Shanghai,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Shanghai,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Shenzhen,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Shenzhen,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Shenzhen,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Tehran,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Tehran,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Tehran,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Tokyo,2001,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Tokyo,2006,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Tokyo,2011,NA,production (Kt),urban.metabolism,food,meat
meat.prod,Moscow,2001,NA,production (Kt),urban.metabolism,food,meat
oil,Manila,2001,88632,Fuel oil (TJ),urban.metabolism,Energy.stationary,
oil,Manila,2006,69730,Fuel oil (TJ),urban.metabolism,Energy.stationary,
oil,Manila,2011,42366,Fuel oil (TJ),urban.metabolism,Energy.stationary,
oil,Tokyo,2001,NA,Fuel oil (TJ),urban.metabolism,Energy.stationary,
oil,Mexico City,2006,NA,Fuel oil (TJ),urban.metabolism,Energy.stationary,
oil,Mexico City,2011,NA,Fuel oil (TJ),urban.metabolism,Energy.stationary,
oil,Moscow,2001,0,Fuel oil (TJ),urban.metabolism,Energy.stationary,
oil,Moscow,2006,0,Fuel oil (TJ),urban.metabolism,Energy.stationary,
oil,Moscow,2011,0,Fuel oil (TJ),urban.metabolism,Energy.stationary,
oil,Mumbai,2001,NA,Fuel oil (TJ),urban.metabolism,Energy.stationary,
oil,Mumbai,2006,NA,Fuel oil (TJ),urban.metabolism,Energy.stationary,
oil,Mumbai,2011,NA,Fuel oil (TJ),urban.metabolism,Energy.stationary,
oil,New York City,2001,NA,Fuel oil (TJ),urban.metabolism,Energy.stationary,
