"titles","word_matches","cat_matches","cat_matches_list","optim"
"Review of concepts for a demand-driven biogas supply for flexible power generation",2,1,"energy",0
"An optimization model of carbon sinks in CDM forestry projects based on interval linear programming",2,1,"waste",1
"Combined cooling, heating and power systems: A survey",3,1,"energy",0
"Simultaneous carbon and nitrogen removal from municipal wastewater in full-scale unaerated/aerated submerged filters",3,1,"waste",0
"Planning renewable energy in electric power system for sustainable development under uncertainty - A case study of Beijing",4,1,"energy",0
"Modification of natural zeolite with NaOH for removal of manganese in drinking water",1,1,"water",0
"Model-based control of the substrate concentration in an aeration basin using the wastewater level",1,1,"waste",0
"Assessment of relative hazard potential of popular e-waste categories during landfilling",1,1,"waste",0
"Robust kinetic modelling of heterogeneously catalyzed free fatty acids esterification in (monophasic liquid)/solid packed-bed reactor: Rival model discrimination",2,1,"other",0
"Variables influencing the exergy based performance of a steam power plant",3,1,"energy",0
"Sludge deposition analysis and flow pattern test on oxidation ditch integrated A/A/O technique",1,1,"waste",0
"Performance prediction of a RPF-fired boiler using artificial neural networks",2,1,"energy",0
"Methodology for technical and economic assessment of advanced routes for sludge processing and disposal",1,1,"waste",0
"A study of performance output of a multivane air engine applying optimal injection and vane angles",1,1,"energy",1
"Stratigraphic controls on seawater intrusion and implications for groundwater management, Dominguez Gap area of Los Angeles, California, USA",2,1,"water",0
"A simulation-aided factorial analysis approach for characterizing interactive effects of system factors on composting processes",2,1,"waste",0
"Progress and recent trends in biogas processing",1,1,"energy",0
"Adsorptive removal of nickel from aqueous solutions by activated carbons from doum seed (Hyphaenethebaica) coat",2,1,"other",0
"Human exposure to endotoxins and fecal indicators originating from water features",1,1,"water",0
"Sonolytic debromination of ambroxol process wastewater",1,1,"waste",0
"The performance of mixture refrigerant R134a/R152a in a novel gas engine-driven heat pump system",4,1,"energy",0
"Effect of persulfate and persulfate/H<inf>2</inf>O<inf>2</inf> on biodegradability of an anaerobic stabilized landfill leachate",2,1,"waste",0
"IFKIS-Hydro: An early warning and information system for floods and debris flows",1,1,"energy",0
"Optimal fleetwide emissions reductions for passenger ferries: An application of a mixed-integer nonlinear programming model for the New York-New Jersey Harbor",1,1,"waste",1
"Thermodynamic and carbon analyses of micro-generators for UK households",1,1,"waste",0
"Transport and deposition of CeO2 nanoparticles in water-saturated porous media",1,1,"water",0
"Heat load capability matching principle and its applications to anti-freezing of air-cooled condenser",2,1,"energy",0
"Nutrient removal by grasses irrigated with wastewater and nitrogen balance for reed canarygrass",1,1,"waste",0
"Advanced progresses in nature gas pipelining applying different drag reduction/energy saving technologies: A review",2,1,"energy",0
"Use of modeling to aid design of a two-phase grass digestion system",3,1,"various",0
"A study on incorporation of thermoelectric modules with evacuated-tube heat-pipe solar collectors",2,1,"energy",0
"Optimization of culture conditions for hydrogen production by Ethanoligenens harbinense B49 using response surface methodology",2,1,"energy",1
"Development of unknown pollution source identification models using GMS ANN-based simulation optimization methodology",4,1,"waste",1
"A methodology for energy savings verification in industry with application for a CHP (combined heat and power) plant",4,1,"energy",0
"Thermoeconomic modeling and exergy analysis of a decentralized liquefied natural gas-fueled combined-cooling-heating-and-power plant",7,1,"energy",0
"Comparison refurbishment models of district heating networks",3,1,"energy",0
"Design and demonstration of modern agricultural park with land efficient utilization as core",2,1,"other",0
"Strength characteristic of cemented waste rock backfills and its application",1,1,"waste",0
"Effects of feed loading on nitrogen balances and fish performance in replicated recirculating aquaculture systems",3,1,"other",0
"Indoor air quality and energy management through real-time sensing in commercial buildings",1,1,"energy",0
"Determining potential locations for biomass valorization using a macro screening approach",1,1,"various",0
"Application of biomass fast pyrolysis part I: Pyrolysis characteristics and products",2,1,"various",0
"Estimation of digestible protein and energy requirements of yellowtail kingfish Seriola lalandi using a factorial approach",1,1,"energy",0
"Photo-Fenton discoloration of the azo dye X-3B over pillared bentonites containing iron",1,1,"other",0
"Thermoelectric properties of P-doped and V-doped Fe2O3 for renewable energy conversion",2,1,"energy",0
"Multi-objective optimization of process cogeneration systems with economic, environmental, and social tradeoffs",2,1,"energy",1
"Batch removal of malachite green from aqueous solutions by adsorption on oil palm trunk fibre: Equilibrium isotherms and kinetic studies",1,1,"energy",0
"Excess sludge minimization in conventional activated sludge pilot plant by three chemical matters",1,1,"waste",0
"PM10 emission forecasting using artificial neural networks and genetic algorithm input variable optimization",3,1,"waste",1
"Hydrogen sulfide removal from biogas using pure and mixed cultures of sulfide-oxidizing bacteria biofiltration",2,1,"energy",0
"Prediction of performance, energy savings and increase in profitability of two gas turbine steam generator cogeneration plant, based on experimental data",4,1,"energy",0
"Variation of ADM1 by using temperature-phased anaerobic digestion (TPAD) operation",1,1,"various",0
"Surplus diagram and cascade analysis technique for targeting property-based material reuse network",2,1,"other",0
"Modeling and simulation for the design of thermal-concentrated solar thermoelectric generator",5,1,"energy",0
"Techno-economic evaluation of energy efficiency measures in high rise residential buildings in Malaysia",1,1,"energy",0
"Integrated power generation scheduling compilation method for large-scale small hydropower station group",2,1,"energy",0
"Economics of a conceptual 75 MW hot dry rock geothermal electric power-station",3,1,"energy",0
"Solar photocatalytic degradation of mono azo methyl orange and diazo reactive green 19 in single and binary dye solutions: Adsorbability vs photodegradation rate",1,1,"energy",0
"Comparative study of biological hydrogen production by pure strains and consortia of facultative and strict anaerobic bacteria",1,1,"energy",0
"Utilization of activated CO2-neutralized red mud for removal of arsenate from aqueous solutions",1,1,"waste",0
"Exergy analysis of an EFC/PV/Battery-based hybrid power generation system",2,1,"energy",0
"Near-infrared spectroscopy as a potential tool with radial basis function for measurement of residual acrylamide in organic polymer",1,1,"various",0
"Development of a biorefinery optimized biofuel supply curve for the Western United States",1,1,"energy",1
"Photocatalytic degradation of polycarboxylic benzoic acids in UV-irradiated aqueous suspensions of titania. Identification of intermediates and reaction pathway of the photomineralization of trimellitic acid (1,2,4-benzene tricarboxylic acid)",1,1,"other",0
"Ejector refrigeration: A comprehensive review",1,1,"energy",0
"Optimization of the horizontal shape of CO2 injected domain and the depths of release in moving-ship type CO2 ocean sequestration",2,1,"waste",1
"Prospects for cleaning ash in the acidic effluent from bioleaching of sulfidic concentrates",2,1,"waste",0
"Analysis of optimization potential in commercial biomass gasification plants using process simulation",4,1,"various",1
"Biosorption of Ni(II) from aqueous solutions by Litchi chinensis seeds",1,1,"other",0
"Efficient removal of anionic and cationic dyes from an aqueous solution using pullulan-graft-polyacrylamide porous hydrogel",1,1,"other",0
"Microwave effects on soluble substrate and thermophilic digestibility of activated sludge",1,1,"waste",0
"Modelling and optimization of drying variables in thin layer drying of parboiled paddy",3,1,"energy",1
"Forecasting GHG emissions using an optimized artificial neural network model based on correlation and principal component analysis",3,1,"waste",1
"Numerical simulation of salt precipitation in the fractures of a CO 2-enhanced geothermal system",2,1,"energy",0
"Surviving from garbage: The role of informal waste-pickers in a dynamic model of solid-waste management in developing countries",1,1,"waste",0
"Advanced energy saving in the reaction section of the hydro-desulfurization process with self-heat recuperation technology",3,1,"energy",0
"Results of the MoMaS benchmark for gas phase appearance and disappearance using generalized MHFE",1,1,"energy",0
"Effect of total solid content to biogas production rate from vinasse",1,1,"energy",0
"Application of GC-TOPSIS on optimizing choice of utilization programs of crop straw",2,1,"other",0
"Families of optimal thermodynamic solutions for combined cycle gas turbine (CCGT) power plants",2,1,"energy",1
"Solar hydrogen production and its development in China",2,1,"energy",0
"Performance evaluation of Kalina cycle subsystem on geothermal power generation in the oilfield",3,1,"energy",0
"Latent heat effects in thermoelectric air conditioners and heat pumps equipped with a heat exchanger",1,1,"energy",0
"Kinetic and equilibrium study of Alizarin Red S removal by activated carbon",1,1,"waste",0
"Theoretic analysis on separation efficiency of wire mesh mist eliminator of high-temperature gas-cooled reactor helium purification and auxiliary system",2,1,"energy",0
"Predicting the biochemical methane potential of wide range of organic substrates by near infrared spectroscopy",2,1,"various",0
"Analytical study of the heat transfer limits of a novel loop heat pipe system",1,1,"energy",0
"Thermo-chemical energy assessment for production of energy-rich fuel additive compounds by using levulinic acid and immobilized lipase",2,1,"energy",0
"Social and economic possibilities for the energy utilization of fitomass in the valley of the river Hernád",1,1,"energy",0
"Bio-production from Australian sugarcane: An environmental investigation of product diversification in an agro-industry",1,1,"other",0
"Removal of metaldehyde through photocatalytic reactions using nano-sized zinc oxide composites",1,1,"other",0
"The chemical basis of near-field containment in the Swiss high-level radioactive waste disposal concept",1,1,"waste",0
"TiO2-based nanomaterials with photocatalytic properties for the advanced degradation of xenobiotic compounds from water. A literature survey",1,1,"water",0
"Modeling of biomass gasification in fluidized bed",3,1,"various",0
"Carbon dioxide adsorption in chemically activated carbon from sewage sludge",3,1,"waste",0
"A hybrid multi-criteria decision support system for selection of optimum fuel blend",1,1,"energy",0
"Effect of slurry dilution, structural carbohydrates, and exogenous archaea supply on in vitro anaerobe fermentation and methanogens population of swine slurry",1,1,"various",0
"Planning regional water resources system using an interval fuzzy bi-level programming method",1,1,"water",0
"Biohydrogen production in continuous-flow reactor using mixed microbial culture",1,1,"energy",0
"Developing a new grey dynamic modeling system for evaluation of biology and pollution indicators of the marine environment in coastal areas",2,1,"waste",0
"Natural dyeing of wool and hair with indigo carmine (C.I. Natural Blue 2), a renewable resource based blue dye",1,1,"energy",0
"The influence of heat exchanger parameters on the optimum cycle time of adsorption chillers",1,1,"energy",0
"Full-scale demonstration of step feed concept for improving an anaerobic/anoxic/aerobic nutrient removal process",1,1,"other",0
"Abundance of trace elements in demonstration biogas plants",1,1,"energy",0
"Field-scale model for the natural attenuation of uranium at the Hanford 300 Area using high-performance computing",1,1,"energy",0
"Effectiveness of capture zones generated by intermittent pumping of a PV-powered pump-and-treat system without energy storage",1,1,"energy",0
"Exergoeconomic optimization of black liquor gasification combined cycle using evolutionary and conventional iterative method",2,1,"various",1
"Water planning and management for large scale river Basins: Case of study of the rio grande/rio bravo transboundary Basin",1,1,"water",0
"Production of biohydrogen from crude glycerol in an upflow column bioreactor",2,1,"energy",0
"The holistic prioritisation of proactive sewer maintenance",2,1,"waste",0
"A rough set-based game theoretical approach for environmental decision-making: A case of offshore oil and gas operations",2,1,"energy",0
"Investigation on removal of p-nitrophenol using a hybridized photo-thermal activated persulfate process: Central composite design modeling",3,1,"energy",0
"Removal of Pb(II) ions from aqueous solutions by sulphuric acid-treated wheat bran",1,1,"other",0
"Uncertainty assessment for watershed water quality modeling: A Probabilistic Collocation Method based approach",2,1,"water",0
"Radicals-catalyzed oxidation reactions for degradation of recalcitrant compounds from landfill leachate",2,1,"waste",0
"Thermal and electrical performance of an alkaline fuel cell",2,1,"energy",0
"Heat-to-current conversion of low-grade heat from a thermocapacitive cycle by supercapacitors",1,1,"energy",0
"CCS (carbon capture and storage) investment possibility in South East Europe: A case study for Croatia",2,1,"waste",0
"On the systematic design and selection of optimal working fluids for Organic Rankine Cycles",2,1,"various",1
"Adsorption of neutral red from aqueous solutions using waste foundry sand: Full factorial design analysis",2,1,"waste",0
"An inventory-theory-based interval stochastic programming method and its application to Beijing's electric-power system planning",2,1,"energy",0
"Effects of ambient conditions on the thermodynamic performance of hybrid nuclear-combined cycle power plant",2,1,"energy",0
"Approach for modelling the sustainable performance of a building envelope for an energy efficient design",3,1,"energy",0
"Selective removal of nitrate ion using a novel composite carbon electrode in capacitive deionization",1,1,"waste",0
"Cavitationally induced biodegradability enhancement of a distillery wastewater",1,1,"waste",0
"Conceptual design of a bioregenerative life support system containing crops and silkworms",2,1,"other",0
"Adsorption of Procion Blue MX-R dye from aqueous solutions by lignin chemically modified with aluminium and manganese",1,1,"other",0
"Route to synthesize the sludge management processes",1,1,"waste",0
"Three-dimensional three-phase model for simulation of hydrodynamics, oxygen mass transfer, carbon oxidation, nitrification and denitrification in an oxidation ditch",2,1,"waste",0
"Selective separation of Cr(III) and Fe(III) from liquid effluents using a chelating resin",1,1,"waste",0
"Aral sea partial restoration. I. A Caspian water importation macroproject",1,1,"water",0
"Performance analysis, model development and validation with experimental data of an ICE-based micro-CCHP system",1,1,"energy",0
"Game theory-based multistakeholder planning for electronic waste management",1,1,"waste",0
"Modelling of Cd, Cu, Pb and Zn transport in metal contaminated soil and their uptake by willow (Salix × smithiana) using HYDRUS-2D program",2,1,"other",0
"Novel combined cycle configurations for propane pre-cooled mixed refrigerant (APCI) natural gas liquefaction cycle",3,1,"energy",0
"Thermodynamic optimization of a neoteric geothermal poly-generation system in an oilfield",3,1,"energy",1
"Optimal operation of alternating activated sludge processes",1,1,"waste",1
"Dynamic analysis of the CTAR (constant temperature adsorption refrigeration) cycle",1,1,"energy",0
"Solar driven double-effect absorption cycles for sub-zero temperatures",1,1,"energy",0
"Nitrogen removal via nitrite in a sequencing batch reactor treating sanitary landfill leachate",2,1,"waste",0
"Influence of co-substrates for the methane production rate kinetics in Anaerobic fermentation of pig slurry",2,1,"various",0
"Experimental optimization of a solar still: Application to alcohol distillation",2,1,"energy",1
"Chemical characteristics and utilization of coal mine drainage in China",1,1,"energy",0
"Fluids and parameters optimization for a novel cogeneration system driven by low-temperature geothermal sources",3,1,"energy",1
"Numerical modeling of a ground source heat pump: The Bolu case",2,1,"energy",0
"Decision support for the construction of farm-scale biogas digesters in developing countries with cold seasons",1,1,"energy",0
"Reprint of: Solar hydrogen production and its development in China",2,1,"energy",0
"On energetic, exergetic and environmental aspects of drying systems",1,1,"energy",0
"Experimental investigation and theoretical analysis of the solar adsorption cooling system in a green building",2,1,"energy",0
"Integrated countercurrent reverse osmosis cascades for hydrogen peroxide ultrapurification",1,1,"energy",0
"Gaseous emissions from wastewater facilities",3,1,"waste",0
"Cogeneration and district heating networks: Measures to remove institutional and financial barriers that restrict their joint use in the EU-28",3,1,"energy",0
"Optimization of mechanical stirring technology in anaerobic fermentation treating algae and pilot trial validation",3,1,"various",1
"Analysis and efficiency enhancement of a boil-off gas reliquefaction system with cascade cycle on board LNG carriers",1,1,"energy",0
"Kinetic adsorption of application of carbon nanotubes for Pb(II) removal from aqueous solution",1,1,"waste",0
"Advances in the use of CFD to characterize, design and optimize bioenergy systems",2,1,"energy",0
"Efficient TOC removal of wastewater containing 1,2-Naphthoquinone-2-diazido-5-sulfonic acid sodium salt with H2O2/UV in a batch reactor",1,1,"waste",0
"Life cycle assessment and environmental improvement of residential and drinking water supply systems in Hanoi, Vietnam",1,1,"water",0
"Static study of traditional and ring networks and the use of mass flow control in district heating applications",2,1,"energy",0
"First developments towards closing the nutrient cycle in a biofuel production process",1,1,"energy",0
"Available power generation cycles to be coupled with the liquid natural gas (LNG) vaporization process in a Spanish LNG terminal",2,1,"energy",0
"Study of the impact of coal fines source collection on hydraulic fracturing effect",1,1,"energy",0
"Optimisation of sludge pretreatment by low frequency sonication under pressure",2,1,"waste",1
"Two levels decision system for efficient planning and implementation of bioenergy production",1,1,"energy",0
"Complexation of metals with hydantoins",1,1,"other",0
"Catalyzed production of biodiesel and bio-chemicals from brown grease using Ionic Liquid functionalized ordered mesoporous polymer",1,1,"energy",0
"Appropriate initial temperature improving hydrogen production effect by using photosynthetic-bacteria with straws",1,1,"energy",0
"Integrated waste management framework: A business case from hospitality industry",1,1,"waste",0
"Efficient saving targets of electricity and energy for regions in China",2,1,"energy",0
"Design strategy for a simultaneous nitrification/denitrification of a slaughterhouse wastewater in a sequencing batch reactor: ASM2d modeling and verification",3,1,"waste",0
"Heavy metal removal from aqueous solution by activated bentonite",1,1,"other",0
"Photocatalytic degradation of three azo dyes using immobilized TiO2 nanoparticles on glass plates activated by UV light irradiation: Influence of dye molecular structure",1,1,"other",0
"Methylene blue sorption onto oxygenated pyrolytic tire char: Equilibrium and kinetic studies",1,1,"waste",0
"Adsorption studies of methylene blue and phenol onto vetiver roots activated carbon prepared by chemical activation",1,1,"waste",0
"Simultaneous Design of Desalination Plants and Distribution Water Network",4,1,"water",0
"Enhanced arsenic removal using mixed metal oxide impregnated chitosan beads",1,1,"other",0
"Synthesis of an optimal wastewater reuse network",2,1,"waste",1
"A technical discussion on microhydropower technology and its turbines",1,1,"energy",0
"On application of a new hybrid maximum power point tracking (MPPT) based photovoltaic system to the closed plant factory",2,1,"energy",0
"The use of spectral analysis-based exact solutions to characterize topography-controlled groundwater flow",1,1,"water",0
"Building of a mini digester for mesophilic anaerobic digestion",1,1,"various",0
"An overall index of environmental quality in coal mining areas and energy facilities",2,1,"energy",0
"Quest for an efficient binary working mixture for an absorption-demixing heat transformer",1,1,"energy",0
"Immobilization of calcium sulfate contained in demolition waste",1,1,"waste",0
"Preparation of some resorcinol formaldehyde resins for the separation of 134CS from acidic waste streams",1,1,"waste",0
"Pilot test of biological removal of 1,4-dioxane from a chemical factory wastewater by gel carrier entrapping Afipia sp. strain D1",1,1,"waste",0
"Dynamic charging characteristics modeling of heat storage device with heat pipe",2,1,"energy",0
"Energy trends in Palestinian territories of West Bank and Gaza Strip: Possibilities for reducing the reliance on external energy sources",1,1,"energy",0
"CFD optimization of continuous stirred-tank (CSTR) reactor for biohydrogen production",2,1,"energy",1
"Multi-criteria decision modelling approach for biodiesel blend selection based on GRA-TOPSIS analysis",2,1,"energy",0
"A novel subsurface upflow wetland with the aid of biosorption-activated media for nutrient removal",1,1,"water",0
"Removal of Chlorine and Chlorinated Organic Compounds from Aqueous Media Using Substrate-Anchored Zero-Valent Bimetals",1,1,"various",0
"Studies on biosorption of cadmium on grape pomace using response surface methodology",1,1,"other",0
"Error analysis of equilibrium studies for the almond shell activated carbon adsorption of Cr(VI) from aqueous solutions",1,1,"waste",0
"Indicators for measuring the sustainability of urban water systems - A life cycle approach",1,1,"water",0
"Volumetric scale-up of smouldering remediation of contaminated materials",1,1,"other",0
"Modeling the influence of raindrop size on the wash-off losses of copper-based fungicides sprayed on potato (Solanum tuberosum L.) leaves",3,1,"other",0
"On-field study of anaerobic digestion full-scale plants (Part II): New approaches in monitoring and evaluating process efficiency",1,1,"various",0
"Study on grinding dynamic characteristics of waste glass powder",1,1,"waste",0
"Sorption of phenols to dissolved organic matter investigated by solid phase microextraction",1,1,"various",0
"Calibration of a growth model for tomato seedlings (TOMSEED) based on heuristic optimisation",2,1,"other",1
"Bioremediation of contaminated water with unnatural dye using blue-green alga spirulina platensis",1,1,"water",0
"Dynamic behavior and concentration distribution of granular sludge in a super-high-rate spiral anaerobic bioreactor",1,1,"waste",0
"Simulation of transient seawater intrusion in coastal aquifers using optimization technique",3,1,"water",1
"Challenges to freshwater management",1,1,"water",0
"Sampling efficiency in Monte Carlo based uncertainty propagation strategies: Application in seawater intrusion simulations",1,1,"water",0
"Implementation of marine spatial planning in shellfish aquaculture management: Modeling studies in a Norwegian fjord",2,1,"other",0
"Activated carbon prepared from yerba mate used as a novel adsorbent for removal of tannery dye from aqueous solution",1,1,"waste",0
"Optimization of a mist chamber (cofer scrubber) for sampling water-soluble organics in air",2,1,"water",1
"Socio-effective value of bio-diesel production",1,1,"energy",0
"Degradation of C.I. Reactive Red 2 through photocatalysis coupled with water jet cavitation",1,1,"water",0
"Simulation of alternative fuels for potential utilization in solid oxide fuel cells",3,1,"energy",0
"Non-equilibrium thermo-chemical heat storage in porous media: Part 2 - A 1D computational model for a calcium hydroxide reaction system",1,1,"energy",0
"Improving nitrogen removal in two modified decentralized wastewater systems",1,1,"waste",0
"An assessment and characterization for biosorption efficiency of natural dye waste",1,1,"waste",0
"What is the effect of optimum independent parameters on solar heating systems?",2,1,"energy",0
"Controlling pesticide release via structuring agropolymer and nanoclays based materials",1,1,"other",0
"Analytical risk-based model of gaseous and liquid-phase radon transport in landfills with radium sources",2,1,"waste",0
"Supply chain network design and operation: Systematic decision-making for centralized, distributed, and mobile biofuel production using mixed integer linear programming (MILP) under uncertainty",3,1,"energy",0
"High quality biodiesel and its diesel engine application: A review",3,1,"energy",0
"Geometry parameters effect for air-cooled ejector cooling systems with R134a refrigerant",3,1,"energy",0
"A ferrous oxalate mediated photo-Fenton system: Toward an increased biodegradability of indigo dyed wastewaters",1,1,"waste",0
"Cadmium biosorption by ozonized activated sludge: The role of bacterial flocs surface properties and mixed liquor composition",1,1,"waste",0
"CFD analysis of regenerative chambers for energy efficiency improvement in glass production plants",1,1,"energy",0
"Thermal processing and quality: Principles and overview",1,1,"energy",0
"A terrestrial microbial fuel cell setup and its experimental study",1,1,"energy",0
"Isothermal, kinetics and thermodynamics studies of the biosorption of Pb(II) ion from aqueous solution using the scale of croaker fish (Genyonemus lineatus)",1,1,"other",0
"Optimization and characterization of sodium carboxymethyl cellulose with a high degree of substitution prepared from bamboo shavings",2,1,"other",1
"Risk management of BTEX contamination in ground water - An integrated fuzzy approach",1,1,"water",0
"Genetic optimization of multi-plant heat production in district heating networks",4,1,"energy",1
"Application of Tunisian limestone material for chlorobenzene adsorption: Characterization and experimental design",2,1,"other",0
"Uranyl-water-containing complexes: Solid-state UV-MALDI mass spectrometric and IR spectroscopic approach for selective quantitation",1,1,"water",0
"Carbon dioxide sequestration model of a vertical greenery system",1,1,"waste",0
"Energy and exergy analyses of a new solar-assisted cogeneration cycle for simultaneous heating and triple effect cooling applications",6,1,"energy",0
"Effects of mixing on the result of anaerobic digestion: Review",1,1,"various",0
"Biosorptive removal of lead by lentil husk",2,1,"other",0
"Effects of gap size and UV dosage on decolorization of C.I. Acid Blue 113 wastewater in the UV/H2O2 process",1,1,"waste",0
"Solar energy footprint of ethylene processes",2,1,"energy",0
"Simulation and analysis of a combined cycle heat and power plant process",3,1,"energy",0
"Selection of best biodiesel blend for IC engines: An integrated approach with FAHP-TOPSIS and FAHP-VIKOR",1,1,"energy",0
"Theoretical stability assessment of uranyl phosphates and apatites: Selection of amendments for in situ remediation of uranium",1,1,"energy",0
"Inexact fuzzy-stochastic mixed integer programming approach for long-term planning of waste management---Part B: Case study",1,1,"waste",0
"Industrial implementation issues of total site heat integration",1,1,"energy",0
"CFD optimization of continuous stirred-tank (CSTR) reactor for biohydrogen production",2,1,"energy",1
"Infrared wave analysis after hydrodynamic and acoustic cavitation as effective method of confirming sewage sludge destruction",2,1,"waste",0
"Development of polymer-based nanosized hydrated ferric oxides (HFOs) for enhanced phosphate removal from waste effluents",2,1,"waste",0
"Design of heat exchangers using a novel multiobjective free search differential evolution paradigm",2,1,"energy",0
"Combination of fungal and physicochemical processes for lignocellulosic biomass pretreatment - A review",1,1,"various",0
"Integrating multi-objective optimization with computational fluid dynamics to optimize boiler combustion process of a coal fired power plant",5,1,"energy",1
"Technologies for tomorrow's electric power generation",2,1,"energy",0
"Using land-use management policies to reduce the environmental impacts of livestock farming",1,1,"other",0
"A fuzzy analytic hierarchy process (AHP)/data envelopment analysis (DEA) hybrid model for efficiently allocating energy R&D resources: In the case of energy technologies against high oil prices",2,1,"energy",0
"The liquefaction of sunflower seed hulls",1,1,"other",0
"Optimal processing pathway selection for microalgae-based biorefinery under uncertainty",1,1,"energy",1
"Fuzzy-logic modeling of Fenton's strong chemical oxidation process treating three types of landfill leachates",2,1,"waste",0
"A simple fuzzy logic management support system for farm biogas plants",1,1,"energy",0
"Optimization of technological procedure for amygdalin isolation from plum seeds (Pruni domesticae semen)",2,1,"other",1
"Cost-effective control of SO2 emissions in Asia",2,1,"waste",0
"Fuel cell high-power applications",2,1,"energy",0
"Experimental characterisation of a solar parabolic trough collector used in a micro-CHP (micro-cogeneration) system with direct steam generation",4,1,"energy",0
"Optimal ion beam, target type and size for accelerator driven systems: Implications to the associated accelerator power",1,1,"energy",1
"Kinetic and stoichiometric modelling of acidogenic fermentation of glucose and fructose",2,1,"various",0
"Efficient removal of Cd 2+ from aqueous solutions using by-product of biodiesel production",1,1,"energy",0
"Electrochemical oxidation of landfill leachate in a flow reactor: optimization using response surface methodology",3,1,"waste",1
"Energy consumption reduction technology in manufacturing - A selective review of policies, standards, and research",1,1,"energy",0
"Trigeneration running with raw jatropha oil",1,1,"energy",0
"Experimental investigation of a thermally powered central heating circulator: Pumping characteristics",1,1,"energy",0
"Novel cross-linked polymers having pH-responsive amino acid residues for the removal of Cu2+ from aqueous solution at low concentrations",1,1,"waste",0
"Modelling lignocellulosic bioethanol from poplar: Estimation of the level of process integration, yield and potential for co-products",2,1,"energy",0
"Hydrogen as Future Energy Carrier",2,1,"energy",0
"Effect of torrefaction on characteristics of pyrolytic products of biomass",1,1,"various",0
"Defluoridation of waters using low-cost HNO3 activated carbon derived from stems of Senna Occidentalis plant",1,1,"waste",0
"Experimental study and modeling of ultrafiltration of refinery effluents using a hybrid intelligent approach",2,1,"waste",0
"Improving air-cooled condenser performance in combined cycle power plants",2,1,"energy",0
"A theoretical study on a novel combined power and ejector refrigeration cycle",2,1,"energy",0
"Effect of oxidative modification of activated carbon for the adsorption behavior of nicotine",1,1,"waste",0
"Reviewof the leading challenges in maintaining reclaimed water quality during storage and distribution",1,1,"water",0
"Effects of different factors on water flow and solute transport investigated by time domain reflectometry in sandy clay loam field soil",1,1,"water",0
"Land-use change and stream water fluxes: Decadal dynamics in watershed nitrate exports",1,1,"water",0
"A linearization and parameterization approach to tri-objective linear programming problems for power generation expansion planning",1,1,"energy",0
"Techno-economic studies on hybrid energy based cooling system for milk preservation in isolated regions",2,1,"energy",0
"Theoretical and experimental investigation on a thermoelectric cooling and heating system driven by solar",3,1,"energy",0
"Adsorption kinetics of removal of a toxic dye, Malachite Green, from wastewater by using hen feathers",1,1,"waste",0
"Evaluation of yellow lupin Lupinus luteus meal as an alternative protein resource in diets for sea-cage reared rainbow trout Oncorhynchus mykiss",1,1,"other",0
"Optimization of lignin production from empty fruit bunch via liquefaction with ionic liquid",2,1,"other",1
"Comparison of leachate characterization in anaerobic-aerobic and anaerobic landfill reactors",2,1,"waste",0
"Characterizing o- and p-nitrophenols adsorption onto innovative activated carbon prepared from date pits",1,1,"waste",0
"Microalgae-based biodiesel: Economic analysis of downstream process realistic scenarios",2,1,"energy",0
"Multi-model approach and evaluation of the uncertainty of model results. Rationale and applications to predict the behaviour of contaminants in the abiotic components of the fresh water environment",1,1,"water",0
"Dynamics of carbon dioxide uptake in chrysotile mining residues - Effect of mineralogy and liquid saturation",2,1,"waste",0
"Recent advances on Mg2Si1-xSnx materials for thermoelectric generation",1,1,"other",0
"Kinetic modelling of TOC removal by H<inf>2</inf>O<inf>2</inf>/UV, photo-Fenton and heterogeneous photocatalysis processes to treat dye-containing wastewater",2,1,"waste",0
"Optimization of the coal flotation procedure using the Plackett-Burman design methodology and kinetic analysis",3,1,"energy",1
"Neural optimization of axial- and radial-flow microreactors for hydrogen production by steam reforming of methanol",4,1,"energy",1
"Chemistry of silica scale mitigation for RO desalination with particular reference to remote operations",1,1,"water",0
"Numerical simulation and design of a parabolic trough solar collector used as a direct generator in a solar-GAX cooling cycle?",4,1,"energy",0
"Parameter estimation and long-term process simulation of a biogas reactor operated under trace elements limitation",2,1,"energy",0
"Heterogeneous photocatalysis of real textile wastewater: Evaluation of reaction kinetics and characterization",1,1,"waste",0
"Modelling the structural dynamics of a shallow and eutrophic water ecosystem based on mesocosm observations",2,1,"water",0
"Integration of parabolic trough and linear Fresnel collectors for optimum design of concentrating solar thermal power plant",4,1,"energy",0
"Emergy-based hybrid evaluation for commercial construction engineering: A case study in BDA",1,1,"energy",0
"Characterization of lignin derived from water-only flowthrough pretreatment of Miscanthus",1,1,"water",0
"Solar photo-Fenton mineralization of antipyrine in aqueous solution",1,1,"energy",0
"MnCl2 and MgCl2 for the removal of reactive dye Levafix Brilliant Blue EBRA from synthetic textile wastewaters: An adsorption/aggregation mechanism",1,1,"waste",0
"System power regulation scheme for jiuquan wind power base",2,1,"energy",0
"Anoxic biological phosphorus removal of wastewater in sequencing batch reactor | Déphosphatation biologique des eaux usées en condition anoxique dans un réacteur séquentiel discontinu",1,1,"waste",0
"Response surface methodology optimization of nickel (II) removal using pigeon pea pod biosorbent",2,1,"other",1
